Linear Error,Angular Error
0.07122015072695184,0.007526173414191018
0.07038158427666558,4.9427610679556944e-05
0.06997501130689052,0.02326910119526243
0.06761490072272296,0.0069291911900259875
0.07109288961929888,0.008934804399521606
0.07100185003750509,0.0025831561868430645
0.07154331911051702,0.003897001695501846
0.07097757068705925,0.006864798019243342
0.07091381714827787,0.009125491031548446
0.0710864450934305,0.011552994930656488
0.06971344443689398,0.011508079092729872
0.07103037444731905,0.013939766130923245
0.07237655656486312,0.014586391934473749
0.07246793900371899,0.01562532399378785
0.0705315231134947,0.01639167468499203
0.07332039289715943,0.01684713182833511
0.07387504834419109,0.0159830700753077
0.0706981287070202,0.018202134001073306
0.06933696174771278,0.02680070406940097
0.07021393338286502,0.03404401889740513
0.07157072082522667,0.03798446876139002
0.07195408801953056,0.04440443338175669
0.07199286258838448,0.032936779934151623
0.07287361473932497,0.0036361705774428867
0.07350578966015953,0.0036366041660982184
0.0719217254677543,0.007543842414859069
0.07392376136164705,0.0038842911818985086
0.07188075840211008,9.114424573210495e-05
0.07387026049919705,0.001494366963866687
0.07178318792366464,0.0005731771385577699
0.07143318116109533,1.8893859395106047e-05
0.0735890568863338,0.001559329001787679
0.071574100512598,0.0006829587696770476
0.07332312209851778,0.011087891667495624
0.07293371293609496,0.018547139878919205
0.0730576280054323,0.012576773615959401
0.07195925486756316,0.006717184945444455
0.07142743568852103,0.003960088418857549
0.07218014176432835,0.0031648241385152116
0.07138928171054348,0.0006126745536664273
0.07159599946610619,0.0005889036662818518
0.07199894580670156,0.001435534718287749
0.07260740553457408,0.0022705582694258464
0.07114260509779198,0.0015942200264924945
0.07345223710491364,0.006278134660358285
0.07234603341874843,0.007930597302551459
0.07379188501196611,0.008660745891107274
0.07176219417857,0.011214103506654687
0.07189177368181966,0.011256971863003827
0.0724203346537583,0.013599598625850985
0.07360973610461466,0.0111918424722318
0.07197943527458982,0.016842827068061946
0.07233979175222674,0.02172757526721155
0.07503128333676473,0.02433666195036081
0.07572708004360054,0.02752191436636335
0.07468433203029931,0.025571703022240256
0.0748500332762202,0.02807034151673623
0.07517564254047085,0.024700185658289655
0.07542406702052681,0.03055584560462519
0.07464833770586418,0.028087884583458584
0.07630729225947881,0.025313972996295554
0.07691051609354735,0.020540060938768177
0.07628789550375867,0.017857367671055283
0.07642632662816486,0.018597762257558367
0.07672652392730765,0.018812923679936894
0.07679644857964099,0.013610682414605191
0.0774306907440992,0.004563237544980941
0.07690767446167543,0.001380658328304545
0.0758336149985149,0.002243188689333777
0.07542684122869317,0.007559474429474376
0.07568262085576058,0.006387467481409587
0.07708492244267898,0.014570120663188588
0.0763920192960498,0.015401176052707998
0.07710380918644093,0.014416169852662277
0.07728169204460561,0.007379174308919073
0.0764859301165937,0.0019410103140395589
0.07767714295089459,0.0018687310273327016
0.07642329353145243,0.00047274401262656915
0.07617556432396123,0.0028236671383596807
0.0773803323087717,0.004115476591971061
0.07720857955569076,0.015853415960190166
0.07748260591396279,0.022286563698811417
0.07865415046016386,0.027467037669375145
0.07888142765820909,0.035551038402306716
0.07784145935492512,0.035151807780274255
0.07917133202373024,0.025327473166599543
0.07827131252237955,0.015169031368462382
0.07972202636003703,0.003311419678348211
0.07922723799186249,0.005004827148192259
0.07872248857636181,0.012997074063137872
0.07926321975405776,0.02523821892568717
0.08094531029604389,0.024407018727598772
0.07941161976032246,0.03288781806910505
0.07991627670770343,0.03421423233748605
0.08058512501994175,0.035949791105601765
0.08056609215853222,0.036784147295359705
0.08149214061438137,0.038208761884940275
0.08226220270227846,0.03633469813090708
0.08221263816487256,0.035664758042694776
0.08228626422520739,0.03643753958250059
0.08197798670161803,0.026499863878790112
0.08286845214726421,0.009407836650290505
0.08271726928079606,0.0029400501209720024
0.08277196018491532,0.00295421737106975
0.08197214946371069,0.007022673283154227
0.08292260415675064,0.014905563976318096
0.08416387549585082,0.023244416025853587
0.08413704849002487,0.023894746064975936
0.08351382884278222,0.02245471915185973
0.08379493099858198,0.02296716279638197
0.08441661397803647,0.025038578800899564
0.08472394861886824,0.02995185757877878
0.08560569947956788,0.03337530387199913
0.08556698551460823,0.03625219986792809
0.08540120522591618,0.03678270330411958
0.08568113421306554,0.033108683577595326
0.08618112528917987,0.02705154013886926
0.08622932759315266,0.012135765496208092
0.08502447388706988,0.0027983627597629518
0.08656235245498933,0.0002076128103806856
0.08582659135517431,0.005377190280607266
0.08610152312405175,0.018132217399557227
0.08742619472686355,0.026186012997245312
0.08677174825897602,0.029656593103804984
0.08719096208508667,0.03183120107697772
0.08733180204744721,0.03232220687827529
0.0877477943949501,0.029816865110916392
0.08780469997867428,0.022410831855295726
0.08878374355951663,0.01713903689656751
0.08807514208168249,0.01676743079551775
0.08911593951442139,0.02036395864189378
0.08898721658818103,0.025701572941019556
0.08962349742957532,0.029870353856914222
