Linear Error,Angular Error
1.1147752657878849e-05,0.0009234965571584819
0.00029447743555522797,0.0011915993459509777
0.0005495347510972623,0.002402495213538497
8.561826638751217e-05,0.015916246698646108
0.00023822492335814595,0.02437079197735975
9.296093187777975e-05,0.027453956049470513
0.00029365276591251097,0.031582895109472264
0.00020221039494545403,0.03493086610260818
6.386601855433105e-05,0.03714964048387104
1.3078526406211073e-05,0.0227202972636133
0.0008701904306853373,0.0076575717370040985
0.0004484162657523091,0.003172513810961952
0.0005116645323648004,0.0008545223640955835
0.000534335391580099,0.004433852664668336
0.0003476142455716154,0.007903768100027464
0.0005312902508221508,0.008404541246688102
0.0002602491375301763,0.010030763729940467
0.00044815335905965865,0.012034346697390563
0.00036229072349680405,0.011279014444958074
0.0006337173984539736,0.011304058802002664
0.0003937745992482974,0.0010234943386832618
0.001166770470125702,0.013476213783161606
0.00015071243368976282,0.018654553206224028
0.0009851021913820923,0.022858710526631854
0.0015507101223094523,0.024066201542446902
0.00028951824678509204,0.024101601348139823
0.0005011868428411304,0.0029670305535355046
0.0005674549568639912,0.015393004846192077
0.0001874243835366888,0.008984255669777064
0.0008958574518100526,0.002983069446692105
7.048731882336469e-05,0.015795389107086888
0.0005265190912875455,0.022181228614427395
0.0011378866160152042,0.027508931581147922
0.0009096263304227122,0.0293250163555952
0.0012027948400941471,0.02932718079486593
0.0008358382449440381,0.027788759673683577
9.227785473802047e-05,0.014828865435245087
0.00035578876210527673,0.011559303224049633
0.000612741269808236,0.018266121582311473
0.0010958817916888039,0.020990138332941305
0.0017783807612852126,0.02075746727377001
0.0005822934197050842,0.024235660901622325
0.0015937063277526708,0.02570429662074397
0.0012096773714056494,0.028221223648892985
0.0012789202389850366,0.026691942871714863
0.0012885637775391558,0.012398303579390146
0.0005733379050621259,0.002908933760284421
0.00042979105730814467,0.008769996486143933
0.00061643782704604,0.012237182123557067
0.0007153473230604416,0.021662942575910643
0.0005266868710633089,0.023142317564397552
0.0010177953535087537,0.028643903227089457
0.0010872131276513384,0.029806510697923477
0.0011732936586709513,0.027064313386984118
0.0009576574406781064,0.030761813908457697
0.0020833683191104563,0.03061830740792637
0.0012590509971909932,0.02790597630643188
0.0021257852788716097,0.027475342816163872
0.0009037483277608896,0.027058096668247822
0.001293704114884536,0.025168009669564395
0.0006499068083028292,0.02471129233291805
0.0016557303780615025,0.023633054625580963
0.0011760380140706755,0.022725999611615172
0.0011210887649008192,0.021883575346162476
0.0011355387622800858,0.021753266398838955
0.0008614660636883107,0.018849379325107884
0.0007698460869356612,0.01663415158683293
0.0007920943187081041,0.015077566881243704
0.0016350816505037568,0.015543119156821189
0.0007377407762577547,0.014626738969356595
0.0012877675830093665,0.013909884050687382
0.000130227145396665,0.0016358279527595165
0.0010861199601229438,0.016924754793797986
0.00012476591411905643,0.011116245119760587
0.0005345309092011446,0.011460235683094788
0.0001364871245754941,0.014989093188397917
0.0003788985478743737,0.01008203255977147
