Linear Error,Angular Error
0.04999256596046669,0.02271135489647431
0.04659490779811246,0.0011207439041774937
0.04669444190762672,0.0007594859032335893
0.04677402194411824,0.0008070789365095116
0.04684736383091117,0.00020140143983587988
0.046919975058943846,0.00015029455780717592
0.04696717595481279,4.419341720088635e-05
0.04701171847224708,5.458802424570825e-05
0.04704324078519772,0.00026444828139206636
0.047069041852438445,0.0001933408560648867
0.04709261381059702,0.0008822597472492675
0.047113794481727984,0.00043642303530486495
0.047130007962750825,0.0003770837409547414
0.04714196633562327,0.00015119169294900087
0.04715115186623076,0.00010915960674309387
0.04715700110495345,2.0550444156471406e-05
0.0471619890009163,1.769657138325992e-05
0.047167411505941524,0.00018161503983711949
0.0471721764867272,0.0001712427621326253
0.047175995706143045,2.779331645146857e-05
0.04717928048592775,2.2270706139673605e-05
0.04718088671498724,2.0772975003767783e-06
0.047182497179614806,3.866065614312197e-05
0.047183740822833165,3.80236259009078e-06
0.04718602739570278,1.5567187775992314e-06
0.047188287026170936,4.68768684612562e-06
0.04719002612266125,1.9607134687047692e-05
0.0403939324290697,3.802735695937801e-05
0.04039675944906815,3.0573890935929517e-07
0.0404012823296062,1.9027722593809243e-06
0.04055425022202539,0.00043460378720193454
0.040337409308285735,0.0002557948780444019
0.09458925769600281,0.03698109154945573
0.094180567099838,0.00991025600239475
0.09364965810879174,0.0010119423365495955
0.09321111469158513,0.004375169341538462
0.09213097346688154,0.015531745182224624
0.0913163203963828,0.0046545530241455454
0.09081620867299753,0.008617993683987787
0.08998240194712703,0.002676326767766274
0.08963672328566492,0.006083055947043135
0.08852147309568625,0.003806208845564013
0.08788447875348665,0.0004747931624245333
0.0874690456240916,0.0016234035352327703
0.08621071957823168,0.0004119669211324617
0.08550213950394862,0.000313977714630001
0.08473265058623426,0.0007168893692117012
0.08367945899065951,0.00010437641776170348
0.08271857319960046,0.0035205639280351947
0.08244850563145054,0.003001674073028829
0.0809836460640319,0.0014998902564794664
0.08007345404057323,0.002138815604105865
0.07986375714294687,0.0014297421836564628
0.07842391721239055,0.002336289833798341
0.07797063439800142,0.0030307243184575644
0.07743982132321067,0.0029183345168854735
0.07593005094991527,0.0021944068063910332
0.07517041598780576,0.0024986397124643484
0.07435602519673985,0.00227170092250234
0.07406145249902521,0.00048031686138122476
0.07276095460453903,0.0021936085613317724
0.07240879817574168,0.004070483134117772
