Linear Error,Angular Error
0.05000229934106541,1.9451783865087078e-05
0.05000333710347466,3.412250204602316e-05
0.05000186728868974,2.0305742813401724e-05
0.050002553636971946,4.185642550483878e-05
0.05000121790986352,2.7775317658894026e-05
0.050000700332797014,3.159876902685199e-05
0.049998217179590736,2.561285399669092e-05
0.05000236724393671,1.9356125441656414e-05
0.04892003854317803,0.004916728117909077
0.04892138967302227,0.004779760807961966
0.04891519405944465,0.004525920071718411
0.049893892729814725,0.0033166873324568247
0.04887638006485137,0.0024922870476892984
0.04885341180248835,0.0023633037463056308
0.05005749993921761,0.0022708256728881985
0.048878058765507534,0.00872600037251675
0.04891461009336648,0.008451837071665667
0.0489546281941578,0.00786539144211839
0.049003320039342636,0.00756107728202055
0.049025770713621956,0.007424958454174989
0.04991384599044301,0.0031471218501647703
0.04904743674116626,0.001930955789279705
0.049065816962195315,0.0019063897902977724
0.04907554425019497,0.001841402910393522
0.04900940915487131,0.001820369219014136
0.0490550849754855,0.010757054577531086
0.049070305015718935,0.010945671273303322
0.04920019331553897,0.010231669082068186
0.04917073709759867,0.010114708471059275
0.04929907550317133,0.009879768789607245
0.04925045920941283,0.0011205098004573857
0.049273743726405556,0.0011275813328789767
0.04928286028710172,0.0011165277585350707
0.04927669855227473,0.0010328809075083006
0.04928383811781852,0.0007976126817089077
0.049246242950379965,0.00032573618006653284
0.04928485979342279,0.00029273664542994716
0.04930012613970549,0.005386985951698552
0.04930753660953188,0.004723099588020265
0.04933902258367233,0.004125538815616372
0.049321118482078964,0.0011213487258091247
0.04931651511882609,0.0010713768295610448
0.049338341037014885,0.0010829834732310835
0.05007913530290047,0.0028533657368877735
0.04932821803643102,0.0038932508432155577
0.0492707919881622,0.003669212973106608
0.049247541990131975,0.0035423087458639813
0.04925123249593325,0.003261379209384357
0.0491999021176777,0.003183108122071853
0.04923332061815807,0.0029929741310590393
0.05011052211281854,0.004005680986662448
0.04923144627199469,0.005714776480022902
0.04917769646735771,0.00561528614142612
0.04933861808539994,0.005479503142048031
0.049259389425154294,0.005641853215442804
0.0492960623202421,0.005322319359588541
0.049386278512987374,0.00014723993045776367
0.04931130863124181,0.0001750346038553275
0.04937280864043679,0.0001936163698646937
0.049344753739897246,0.000173540051000724
0.049347760456516,0.00018048990040063595
0.04934674306988125,0.0008920881092974906
0.04936194703018576,0.003733963529969247
0.04930933030424039,0.0036787889834168064
0.04932853457373956,0.0036299129406883865
0.0492992312295106,0.003606697715647492
0.0492597979542721,0.0034209055204228113
0.049273835902941876,0.003320612221947571
0.04919646680330844,0.003143047957457117
0.04927232108227165,0.00841632877667527
0.04925523651746171,0.007814944806404864
0.04936101099215154,0.007734896038985722
0.049332710746093654,0.007513127802705496
0.049408196298844624,0.007083229820625215
0.049434206888114215,0.012084198265025263
0.04956916563633283,0.02434395533390899
