Linear Error,Angular Error
0.0015965553327753636,0.08147905930843148
1.659727134222617e-05,0.05810597312654575
0.00031588190798085425,0.01766414532821914
1.9462483478608207e-05,0.02005950775622184
6.31542636685302e-05,0.008278358209751396
0.00022973006309390324,0.005931524603704913
0.00013236129694869068,0.0035641739250150684
0.00012963870157503402,0.006041502052322595
0.00019954556968044719,0.000756976093153644
0.0008118099298323469,0.0006815331010092407
0.0001936769255543508,0.013548639721272016
2.4175255128152008e-05,0.028820678725144988
0.00022071855300259395,0.018817284242907156
0.0009903949443908421,0.010611393992227242
0.0009339348056242502,0.016881543056964377
0.0010440877205636254,0.0121799373819243
0.0011140416139097354,0.00852869327725278
0.00021213345972550266,0.009864918704833248
0.0011151225779836478,0.013549113310041494
0.0005153527482510901,0.02297227436336996
0.00019974478656837068,0.011075816007589695
0.00021167804597304574,0.012609160579913181
0.00037811775009184066,0.016964295835942472
8.993137642944956e-05,0.041990257468564385
9.41986547553887e-05,0.05310246581754874
2.853565902196675e-05,0.02626245525893428
0.0003721525465630044,0.01244040247744857
0.0012713582767208415,0.029952774697121598
0.0003240332331752026,0.04608622630056722
0.0010913803182325595,0.02791670363658022
0.0004781103093672951,0.015081656279743533
0.00022960020557572674,0.025190511578721875
0.0016039924290409176,0.022415892823071215
0.0001249743161634901,0.01373912865258195
0.00023329506306634442,0.005029963985954844
7.827895030435972e-05,0.009871957577222784
0.000571785129947966,0.005894185474771996
0.000736106253380742,0.004556760750932254
9.678905018461192e-05,0.0013806461506292167
4.807690103589374e-05,0.015754589537733316
0.0002839852311859995,0.012355643170319813
0.00018374710220859524,0.009214040246649763
4.253426633560507e-05,0.006648953544802827
0.00014049129824813598,0.006820763257367607
9.02070079265125e-06,0.0024950999671574103
0.00022021434728256841,0.0012109108236210975
0.00021622283411362725,0.0014480569792560682
0.0018736152560085446,0.012509688057847884
0.00018050544354765682,0.030631290737045402
0.0006663674636347124,0.022023768770495222
0.00024386107402589032,0.004850739974003787
0.0012046824619423545,0.007527343336171027
0.00019538502858887114,0.02572412431393925
0.0001254651915781934,0.015150515255131392
9.24232552420896e-05,0.0027479126199349
0.00027688392412189154,0.0005101666434144669
0.001225965090335323,0.019458200573001794
0.00012657078169014778,0.024818275186092698
7.989575461420137e-05,0.011053895851358492
0.001116360599074244,0.005605230012627943
0.0032006310225628667,0.027395482842408864
0.0032685227155598083,0.04375039853654902
0.0015174300866418859,0.02867184178013585
6.919456553255494e-06,0.009891890769244571
0.0011751324600155154,0.01690796043144477
7.583127941743949e-06,0.012181216791674887
0.00033250322757529693,0.0011664247279710993
6.494321393875138e-05,0.004281913490987388
0.0018685357703502117,0.003372087378214872
7.42557830117533e-05,0.003747958597347306
8.847533451919523e-05,0.007713988093575264
0.00010468244259981347,0.011728042591916482
0.00031851419936500795,0.009622191525248708
